Place Id,Name,Address,Contact,URL,Lat,Lng,Service/Business,District
ChIJq6oa8kN3dDkREwZHXNza9Mk,Empire Salon,"2nd Floor, Shanti Emporio, Ramnagar Colony, Civil Lines, Agra, Uttar Pradesh 282002, India",0562 400 0611,https://maps.google.com/?cid=14552496935916733971,27.2023718,78.00312520000001,salon,Agra
ChIJMVqArNx3dDkRqwm9fM9IzAA,Glower Beauty Studio -Best Bridal/HD Party Makeup Artist In Agra -Nail Art/Extensions -Smoothing-Beauty Salon/Parlour Near me,"Anna Icon Complex, Shop F1 1st Floor, Sikandra-Bodla Rd, Near Kargil Petrol Pump, Uttar Pradesh 282007, India",082799 90271,https://maps.google.com/?cid=57500951237167531,27.205924,77.9524715,salon,Agra
ChIJqTZYczR3dDkREYhf-wpSggw,Toni&Guy,"02-03 Upper ground floor,Vimal Plaza, Surya Nagar, Agra, Uttar Pradesh 282002, India",,https://maps.google.com/?cid=901373082548013073,27.2074907,78.0006997,salon,Agra
ChIJg6_3OkR3dDkR4A7HRxKtsCE,Lakme Salon,"First Floor, Raghu Complex, Mahatma Gandhi Road Church Lane Crossing, opposite Sur Sadan, Uttar Pradesh 282001, India",0562 285 0786,https://maps.google.com/?cid=2427630493177941728,27.201895,78.0040412,salon,Agra
ChIJ4fnRxbpxdDkR3BpdeUk48kQ,Charlie Unisex Salon Agra,"Khasra No. 1808, 1809 Basai Mustkil Behind Arvind Hyundai, Adjusent to Lord Krishna Temple, Fatehabad Rd, opp. Hotel Trident, Agra, Uttar Pradesh 282001, India",094100 05958,https://maps.google.com/?cid=4968095227162991324,27.1584826,78.0614748,salon,Agra
ChIJL-hZ-A53dDkRHTGhbHovxFY,The Sneh's Hair & Beauty Point,"Jaipur House, behind ADA, Jaipur House Colony, Agra, Uttar Pradesh 282002, India",095281 51806,https://maps.google.com/?cid=6252174385552109853,27.1863404,77.9823072,salon,Agra
ChIJkVherM92dDkRoyf9cTrIQ44,Empress salon,"4/5 First Floor, Taj Rd, Sadar Bazar, Agra Cantt, Agra, Uttar Pradesh 282001, India",089096 77794,https://maps.google.com/?cid=10251257330171455395,27.1592448,78.0108752,salon,Agra
ChIJd4UVGb9xdDkRuxX0xSBVUAo,One Touch Salon,"18/149, B-2, Karim Complex, Fatehabad Rd, opp. Pizza Hut, 15th Battallion PAC Quaters, Tajganj, Agra, Uttar Pradesh 282001, India",073008 66722,https://maps.google.com/?cid=743187537764554171,27.1616895,78.0345881,salon,Agra
ChIJvyifhBZ3dDkRalIjQb1tQJA,Magic touch,"Canara Bank ATM, 51/B North, Ke Pass, Tiraya, Arjun Nagar, Agra, India",063961 89336,https://maps.google.com/?cid=10394428599580185194,27.1705743,77.98422219999999,salon,Agra
ChIJTckOKlt3dDkRoaqMDOEAsBY,Hair Masters Luxury Salon,"Shop No 1,2,3 &4, Shanti City Centre, Bhagirathi Devi Marg, Nasirabad Colony, Khandari, Agra, Uttar Pradesh 282002, India",090687 47772,https://maps.google.com/?cid=1634807631313676961,27.2072547,77.9949936,salon,Agra
ChIJ7-ZlIilxdDkR6Z4GAoaiFVo,Stylz Makeover Studio,"6/262, Belanganj, Civil Lines, Agra, Uttar Pradesh 282004, India",089796 19161,https://maps.google.com/?cid=6491273134367743721,27.193179,78.021935,salon,Agra
ChIJlTJkpcpxdDkR52lErQwXomA,Looks Salon,"First Floor, 76, Fatehabad Rd, near Amar Hotel, Vibhav Nagar, Tajganj, Agra, Uttar Pradesh 282001, India",075055 24525,https://maps.google.com/?cid=6963153317082196455,27.1610997,78.0338728,salon,Agra
ChIJHb0ygNZxdDkRkmB4uheKE0I,The Pooja,"Prateek Enclave, near Crimson palace hotel, Taj Nagari Phase 1, Telipara, Tajganj, Agra, Dhandhupura, Uttar Pradesh 282001, India",088591 13503,https://maps.google.com/?cid=4761301065578078354,27.1637284,78.0560066,salon,Agra
ChIJw_paLBRxdDkRCCilKniO2Hs,Makeup Street Beauty Salon ! Unisex salon! Beauty salon,"25/34-A/18, Fatehabad Rd, in front of bikanerwala, Tajganj, Agra, Uttar Pradesh 282001, India",,https://maps.google.com/?cid=8924039308397324296,27.1588951,78.0451559,salon,Agra
ChIJx1r7S953dDkRIO3DWZZCRPo,Triss Salon,"UG - 3 & 4 Bhawna Dwarika Street, near Anthem, Avas Vikas Colony, Agra, Uttar Pradesh 282007, India",087559 98860,https://maps.google.com/?cid=18033612021416848672,27.2032515,77.9670787,salon,Agra
ChIJ3SxayPB3dDkRNF0f5zOIgmw,Tru Salon,"1st Floor, CR Mall, Church Rd, opp. to Suresh Chand Dinesh Chand, Rambagh, Ramnagar Colony, Civil Lines, Agra, Uttar Pradesh 282001, India",074095 15234,https://maps.google.com/?cid=7818961659570904372,27.203034,78.00167789999999,salon,Agra
ChIJ2U9PEW5xdDkRBrAF0GSVPe4,B & G Unisex Salon,"Shop no.40 ,1st floor, Parsvnath panchvati plaza, Near Shankar Greens, Agra, Uttar Pradesh 282001, India",080067 40008,https://maps.google.com/?cid=17167041614825500678,27.1470224,78.05242919999999,salon,Agra
ChIJ2b-7Mv15dDkRiN6v55Pxbig,Ns4 Hair and Beauty Salon,"Nalanda Tower, Babarpur Rd, Sikandra, Agra, Uttar Pradesh 282007, India",081717 00131,https://maps.google.com/?cid=2913531626504838792,27.217878,77.9622509,salon,Agra
ChIJc8V9-1d3dDkRAL8KptYJjCw,Dream & Desire Salon,"Dayal Bagh Rd, Swamibagh, DayalBagh, Agra, Uttar Pradesh 282005, India",093197 23560,https://maps.google.com/?cid=3209951451921694464,27.219505,78.008648,salon,Agra
